Year,Month,Monthly Anomaly,Annual Anomaly,5 years Anomaly
1998,9,0.502,0.631,0.504
1998,10,0.491,0.599,0.506
1998,11,0.485,0.564,0.511
1998,12,0.66,0.535,0.516
1999,1,0.506,0.507,0.519
1999,2,0.692,0.475,0.519
1999,3,0.383,0.472,0.523
1999,4,0.417,0.464,0.528
1999,5,0.349,0.457,0.533
1999,6,0.441,0.442,0.536
1999,7,0.402,0.428,0.543
1999,8,0.37,0.42,0.548
1999,9,0.466,0.435,0.554
1999,10,0.399,0.454,0.557
1999,11,0.393,0.459,0.561
1999,12,0.487,0.46,0.561
2000,1,0.333,0.459,0.564
2000,2,0.596,0.468,0.566
2000,3,0.569,0.468,0.568
2000,4,0.637,0.458,0.566
2000,5,0.414,0.453,0.564
2000,6,0.45,0.442,0.563
2000,7,0.391,0.457,0.565
2000,8,0.482,0.449,0.561
2000,9,0.463,0.452,0.559
2000,10,0.278,0.45,0.557
2000,11,0.339,0.466,0.555
2000,12,0.352,0.476,0.55
2001,1,0.514,0.492,0.547
2001,2,0.501,0.492,0.546
2001,3,0.608,0.5,0.549
2001,4,0.61,0.519,0.553
2001,5,0.602,0.55,0.554
2001,6,0.568,0.577,0.556
2001,7,0.581,0.598,0.559
2001,8,0.489,0.617,0.559
2001,9,0.553,0.645,0.564
2001,10,0.508,0.651,0.568
2001,11,0.712,0.658,0.57
2001,12,0.675,0.659,0.57
2002,1,0.77,0.661,0.567
2002,2,0.727,0.668,0.569
2002,3,0.938,0.679,0.571
2002,4,0.685,0.688,0.575
2002,5,0.695,0.678,0.58
2002,6,0.58,0.669,0.581
2002,7,0.601,0.672,0.588
2002,8,0.574,0.663,0.59
2002,9,0.679,0.634,0.594
2002,10,0.621,0.63,0.596
2002,11,0.585,0.628,0.601
2002,12,0.574,0.621,0.605
2003,1,0.805,0.618,0.609
2003,2,0.617,0.626,0.611
2003,3,0.595,0.627,0.616
2003,4,0.634,0.637,0.625
2003,5,0.669,0.633,0.631
2003,6,0.5,0.651,0.638
2003,7,0.566,0.638,0.641
2003,8,0.664,0.648,0.646
2003,9,0.691,0.651,0.648
2003,10,0.747,0.656,0.648
2003,11,0.539,0.637,0.647
2003,12,0.786,0.632,0.649
2004,1,0.647,0.607,0.647
2004,2,0.735,0.591,0.652
2004,3,0.638,0.58,0.653
2004,4,0.695,0.571,0.657
2004,5,0.431,0.584,0.657
2004,6,0.448,0.565,0.66
2004,7,0.264,0.577,0.663
2004,8,0.476,0.573,0.664
2004,9,0.554,0.585,0.66
2004,10,0.636,0.591,0.663
2004,11,0.703,0.614,0.663
2004,12,0.554,0.635,0.664
2005,1,0.79,0.665,0.665
2005,2,0.684,0.679,0.666
2005,3,0.787,0.695,0.665
2005,4,0.767,0.71,0.665
2005,5,0.704,0.712,0.665
2005,6,0.704,0.73,0.665
2005,7,0.621,0.718,0.656
2005,8,0.648,0.73,0.652
2005,9,0.739,0.724,0.654
2005,10,0.817,0.711,0.653
2005,11,0.73,0.699,0.651
2005,12,0.774,0.697,0.652
2006,1,0.645,0.686,0.652
2006,2,0.829,0.694,0.649
2006,3,0.706,0.686,0.649
2006,4,0.615,0.678,0.649
2006,5,0.557,0.676,0.651
2006,6,0.682,0.682,0.648
2006,7,0.487,0.711,0.649
2006,8,0.749,0.706,0.646
2006,9,0.646,0.706,0.644
2006,10,0.71,0.727,0.644
2006,11,0.713,0.74,0.648
2006,12,0.844,0.735,0.652
2007,1,0.991,0.749,0.66
2007,2,0.772,0.74,0.665
2007,3,0.701,0.737,0.668
2007,4,0.874,0.731,0.67
2007,5,0.715,0.722,0.671
2007,6,0.621,0.695,0.675
2007,7,0.65,0.638,0.675
2007,8,0.64,0.604,0.679
2007,9,0.61,0.603,0.682
2007,10,0.641,0.58,0.685
2007,11,0.599,0.568,0.687
2007,12,0.521,0.559,0.687
2008,1,0.309,0.554,0.687
2008,2,0.367,0.541,0.688
2008,3,0.688,0.547,0.687
2008,4,0.598,0.554,0.686
2008,5,0.569,0.559,0.686
2008,6,0.521,0.566,0.683
2008,7,0.585,0.599,0.683
2008,8,0.49,0.618,0.678
2008,9,0.681,0.604,0.678
2008,10,0.715,0.609,0.68
2008,11,0.67,0.617,0.68
2008,12,0.597,0.632,0.68
2009,1,0.711,0.649,0.685
2009,2,0.591,0.67,0.687
2009,3,0.521,0.675,0.686
2009,4,0.655,0.676,0.685
2009,5,0.667,0.686,0.683
2009,6,0.701,0.702,0.679
2009,7,0.787,0.711,0.671
2009,8,0.745,0.738,0.667
2009,9,0.744,0.772,0.664
2009,10,0.723,0.8,0.662
2009,11,0.788,0.812,0.664
2009,12,0.785,0.811,0.665
2010,1,0.826,0.797,0.664
2010,2,0.911,0.793,0.666
2010,3,0.932,0.788,0.668
2010,4,0.986,0.79,0.672
2010,5,0.813,0.789,0.675
2010,6,0.695,0.772,0.677
2010,7,0.614,0.753,0.684
2010,8,0.697,0.725,0.688
2010,9,0.681,0.706,0.688
2010,10,0.749,0.684,0.689
2010,11,0.781,0.665,0.691
2010,12,0.572,0.664,0.694
2011,1,0.608,0.678,0.694
2011,2,0.574,0.688,0.698
2011,3,0.701,0.682,0.7
2011,4,0.719,0.675,0.7
2011,5,0.588,0.657,0.702
2011,6,0.682,0.663,0.705
2011,7,0.789,0.652,0.706
2011,8,0.815,0.648,0.706
2011,9,0.6,0.633,0.71
2011,10,0.665,0.637,0.714
2011,11,0.57,0.657,0.718
2011,12,0.64,0.659,0.717
2012,1,0.477,0.641,0.714
2012,2,0.526,0.635,0.717
2012,3,0.523,0.649,0.72
2012,4,0.774,0.665,0.722
2012,5,0.82,0.686,0.719
2012,6,0.704,0.683,0.72
2012,7,0.573,0.705,0.72
2012,8,0.745,0.712,0.72
2012,9,0.775,0.725,0.72
2012,10,0.856,0.714,0.718
2012,11,0.814,0.702,0.719
2012,12,0.611,0.702,0.721
2013,1,0.737,0.704,0.723
2013,2,0.609,0.703,0.726
2013,3,0.685,0.704,0.73
2013,4,0.639,0.692,0.735
2013,5,0.68,0.694,0.739
2013,6,0.7,0.705,0.75
2013,7,0.598,0.709,0.76
2013,8,0.728,0.707,0.773
2013,9,0.794,0.715,0.783
2013,10,0.708,0.733,0.791
2013,11,0.844,0.752,0.799
2013,12,0.74,0.751,0.801
2014,1,0.784,0.75,0.802
2014,2,0.577,0.764,0.806
2014,3,0.785,0.776,0.812
2014,4,0.861,0.788,0.817
2014,5,0.904,0.771,0.823
2014,6,0.687,0.777,0.829
2014,7,0.589,0.783,0.839
2014,8,0.895,0.809,0.85
2014,9,0.933,0.82,0.861
2014,10,0.856,0.82,0.866
2014,11,0.636,0.817,0.869
2014,12,0.815,0.829,0.87
2015,1,0.858,0.842,0.874
2015,2,0.891,0.841,0.877
2015,3,0.911,0.838,0.877
2015,4,0.862,0.857,0.878
2015,5,0.867,0.89,0.879
2015,6,0.833,0.921,0.886
2015,7,0.749,0.952,0.888
2015,8,0.876,0.988,0.893
2015,9,0.897,1.023,0.897
2015,10,1.092,1.05,0.903
2015,11,1.027,1.066,0.906
2015,12,1.189,1.066,0.908
2016,1,1.237,1.075,0.912
2016,2,1.321,1.089,0.914
2016,3,1.328,1.092,0.914
2016,4,1.183,1.081,0.919
2016,5,1.056,1.076,0.919
2016,6,0.845,1.059,0.923
2016,7,0.853,1.045,0.926
2016,8,1.048,1.033,0.932
2016,9,0.927,1.024,0.94
2016,10,0.962,1.013,0.944
2016,11,0.969,1.008,0.945
2016,12,0.979,0.999,0.948
2017,1,1.077,0.998,0.955
2017,2,1.169,0.987,0.957
2017,3,1.221,0.975,0.957
2017,4,1.049,0.972,0.961
2017,5,0.997,0.964,0.968
2017,6,0.743,0.966,0.973
2017,7,0.83,0.949,0.979
2017,8,0.916,0.927,0.984
2017,9,0.792,0.903,0.989
2017,10,0.927,0.899,0.995
2017,11,0.865,0.888,0.998
2017,12,1.001,0.894,1
2018,1,0.872,0.894,1.003
2018,2,0.914,0.888,1.005
2018,3,0.93,0.89,1.007
2018,4,0.998,0.898,1.004
2018,5,0.862,0.895,1.006
2018,6,0.822,0.893,1
2018,7,0.831,0.899,0.994
2018,8,0.843,0.904,0.984
2018,9,0.82,0.928,0.976
2018,10,1.015,0.939,0.971
2018,11,0.828,0.945,0.968
2018,12,0.978,0.952,NaN
2019,1,0.947,0.964,NaN
2019,2,0.978,0.978,NaN
2019,3,1.219,0.989,NaN
2019,4,1.123,0.998,NaN
2019,5,0.941,1.013,NaN
2019,6,0.902,1.029,NaN
2019,7,0.971,1.049,NaN
2019,8,1.016,1.07,NaN
2019,9,0.953,1.066,NaN
2019,10,1.115,1.076,NaN
2019,11,1.017,1.085,NaN
2019,12,1.162,1.088,NaN
2020,1,1.197,1.087,NaN
2020,2,1.219,1.083,NaN
2020,3,1.176,1.088,NaN
2020,4,1.24,1.073,NaN
2020,5,1.057,1.08,NaN
2020,6,0.938,1.055,NaN
2020,7,0.952,1.029,NaN
2020,8,0.968,0.985,NaN
2020,9,1.021,0.96,NaN
2020,10,0.934,0.931,NaN
2020,11,1.096,0.914,NaN
2020,12,0.868,NaN,NaN
2021,1,0.883,NaN,NaN
2021,2,0.681,NaN,NaN
2021,3,0.881,NaN,NaN
2021,4,0.896,NaN,NaN
2021,5,0.855,NaN,NaN
